affiliateid,orgid,pacid,cycle,CID,FirstLastP,Contrib,Indivs,Pacs,Total,Rank,CRPICO,ReleaseDate,NetRcpts
D000026918,D000052457,"",2018,N00004367,Tammy Baldwin (D),JStreetPAC,204642,9706,214348,1,I,2019-06-10 00:00:00 +0000,30898415.52
"",D000030698,"",2018,N00004367,Tammy Baldwin (D),University of Wisconsin,209140,0,209140,2,I,2019-06-10 00:00:00 +0000,30898415.52
"",D000025328,"",2018,N00004367,Tammy Baldwin (D),Democracy Engine,183849,0,183849,3,I,2019-06-10 00:00:00 +0000,30898415.52
D000039142,D000030698,"",2018,N00004367,Tammy Baldwin (D),University of Wisconsin/Madison,159961,0,159961,4,I,2019-06-10 00:00:00 +0000,30898415.52
"",D000000288,"",2018,N00004367,Tammy Baldwin (D),League of Conservation Voters,85683,8213,93896,5,I,2019-06-10 00:00:00 +0000,30898415.52
"",D000029916,"",2018,N00004367,Tammy Baldwin (D),Womencount PAC,89634,25,89659,6,I,2019-06-10 00:00:00 +0000,30898415.52
"",D000000113,"",2018,N00004367,Tammy Baldwin (D),Emily's List,80141,5000,85141,7,I,2019-06-10 00:00:00 +0000,30898415.52
"",D000000769,"",2018,N00004367,Tammy Baldwin (D),"Paul, Weiss et al",73925,0,73925,8,I,2019-06-10 00:00:00 +0000,30898415.52
"",D000035643,"",2018,N00004367,Tammy Baldwin (D),Marshfield Clinic,56193,0,56193,9,I,2019-06-10 00:00:00 +0000,30898415.52
"",D000037827,"",2018,N00004367,Tammy Baldwin (D),State of Wisconsin,54121,0,54121,10,I,2019-06-10 00:00:00 +0000,30898415.52
"",D000035853,"",2018,N00004367,Tammy Baldwin (D),"Michael, Best & Friedrich",42508,5000,47508,11,I,2019-06-10 00:00:00 +0000,30898415.52
"",D000035768,"",2018,N00004367,Tammy Baldwin (D),Medical College of Wisconsin,45320,0,45320,12,I,2019-06-10 00:00:00 +0000,30898415.52
"",D000021988,"",2018,N00004367,Tammy Baldwin (D),Foley & Lardner,31318,10500,41818,13,I,2019-06-10 00:00:00 +0000,30898415.52
"",D000043153,"",2018,N00004367,Tammy Baldwin (D),Congaree River LP,38950,0,38950,14,I,2019-06-10 00:00:00 +0000,30898415.52
"",D000034262,"",2018,N00004367,Tammy Baldwin (D),"Habush, Habush & Rottier",36566,0,36566,15,I,2019-06-10 00:00:00 +0000,30898415.52
"",D000033486,"",2018,N00004367,Tammy Baldwin (D),Epic Systems,34570,0,34570,16,I,2019-06-10 00:00:00 +0000,30898415.52
D000038238,D000030698,"",2018,N00004367,Tammy Baldwin (D),University of Wisconsin/Milwaukee                 ,30295,0,30295,17,I,2019-06-10 00:00:00 +0000,30898415.52
D000019642,D000000343,"",2018,N00004367,Tammy Baldwin (D),Northwestern Mutual Life Insurance,19829,10000,29829,18,I,2019-06-10 00:00:00 +0000,30898415.52
"","","",2018,N00004367,Tammy Baldwin (D),Uw Health,28833,0,28833,19,I,2019-06-10 00:00:00 +0000,30898415.52
D000022008,D000067823,"",2018,N00004367,Tammy Baldwin (D),Google Inc,18161,10000,28161,20,I,2019-06-10 00:00:00 +0000,30898415.52
"","","",2018,N00041929,Leah Vukmir (R),Klondike Cheese Co,21600,0,21600,1,C,2019-06-10 00:00:00 +0000,5753179.03
"",D000031260,"",2018,N00041929,Leah Vukmir (R),Abc Supply,20550,0,20550,2,C,2019-06-10 00:00:00 +0000,5753179.03
"",D000068062,"",2018,N00041929,Leah Vukmir (R),Hendricks Holding Co,20400,0,20400,3,C,2019-06-10 00:00:00 +0000,5753179.03
"",D000029292,"",2018,N00041929,Leah Vukmir (R),Susan B Anthony List,20350,0,20350,4,C,2019-06-10 00:00:00 +0000,5753179.03
D000030041,D000000111,"",2018,N00041929,Leah Vukmir (R),Alticor Inc,18900,0,18900,5,C,2019-06-10 00:00:00 +0000,5753179.03
D000019642,D000000343,"",2018,N00041929,Leah Vukmir (R),Northwestern Mutual Life Insurance,18350,0,18350,6,C,2019-06-10 00:00:00 +0000,5753179.03
"",D000051779,"",2018,N00041929,Leah Vukmir (R),Herzing University,15000,0,15000,7,C,2019-06-10 00:00:00 +0000,5753179.03
"",D000035853,"",2018,N00041929,Leah Vukmir (R),"Michael, Best & Friedrich",14900,0,14900,8,C,2019-06-10 00:00:00 +0000,5753179.03
"",D000061529,"",2018,N00041929,Leah Vukmir (R),Greenheck Fan Corp,14500,0,14500,9,C,2019-06-10 00:00:00 +0000,5753179.03
"",D000051661,"",2018,N00041929,Leah Vukmir (R),Hartung Brothers Inc,14300,0,14300,10,C,2019-06-10 00:00:00 +0000,5753179.03
"","","",2018,N00041929,Leah Vukmir (R),Clack Corp,13800,0,13800,11,C,2019-06-10 00:00:00 +0000,5753179.03
"",D000021988,"",2018,N00041929,Leah Vukmir (R),Foley & Lardner,12825,0,12825,12,C,2019-06-10 00:00:00 +0000,5753179.03
"","","",2018,N00041929,Leah Vukmir (R),Bell Property Management,12500,0,12500,13,C,2019-06-10 00:00:00 +0000,5753179.03
"",D000060310,"",2018,N00041929,Leah Vukmir (R),Belmark Inc,12300,0,12300,14,C,2019-06-10 00:00:00 +0000,5753179.03
"",D000070438,"",2018,N00041929,Leah Vukmir (R),Tankcraft Corp,11100,0,11100,15,C,2019-06-10 00:00:00 +0000,5753179.03
"",D000063218,"",2018,N00041929,Leah Vukmir (R),Russ Darrow Group,11000,0,11000,16,C,2019-06-10 00:00:00 +0000,5753179.03
"","","",2018,N00041929,Leah Vukmir (R),Anew Health Care,10800,0,10800,17,C,2019-06-10 00:00:00 +0000,5753179.03
"",D000031612,"",2018,N00041929,Leah Vukmir (R),Ariel Corp,10800,0,10800,17,C,2019-06-10 00:00:00 +0000,5753179.03
"",D000031657,"",2018,N00041929,Leah Vukmir (R),Ashley Furniture                                  ,10800,0,10800,17,C,2019-06-10 00:00:00 +0000,5753179.03
"","","",2018,N00041929,Leah Vukmir (R),Couri Insurance Agency,10800,0,10800,17,C,2019-06-10 00:00:00 +0000,5753179.03
"","","",2018,N00041929,Leah Vukmir (R),Guarantee Trust Life Insurance Comi,10800,0,10800,17,C,2019-06-10 00:00:00 +0000,5753179.03
"",D000035197,"",2018,N00041929,Leah Vukmir (R),KSL Capital Partners,10800,0,10800,17,C,2019-06-10 00:00:00 +0000,5753179.03
"","","",2018,N00041929,Leah Vukmir (R),Magnolia Oil & Gas,10800,0,10800,17,C,2019-06-10 00:00:00 +0000,5753179.03
"","","",2018,N00041929,Leah Vukmir (R),Milwaukee Nephrologists,10800,0,10800,17,C,2019-06-10 00:00:00 +0000,5753179.03
